ID,NAME,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR
26282,Arindam Das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,164,13,5251,215*,35,,,11,26,2,2,1,83,42,83,99,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-
422339,Arif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26280,M Arif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26278,Ali Akbar Arif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26432,Ajitesh Argal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,3,78,17,7,208,38,0,0,6,4,0,33,19,8,19,174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,132,203,4,Feb-42,Feb-42,51,9,33
26277,Shahid Arfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,33,1,832,101,26,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960791,Archana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26276,Mohammad Arbaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113190,S Aravind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714481,S Aravinthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26274,Aravindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154417,M Aravindh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175501,A Aravinddaraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,6,13,0,-,-,-,13,-
290632,Sreenath Aravind,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,56,64,29,455,51,13,942,48,0,2,84,27,18,105,14*,12,105,100,0,0,,,,,,,,,,,,,,,,,1,1,22,44,1,Jan-44,Jan-44,44,12,22,0,84,83,1714,2243,103,44300,44300,22,8,17
26351,Sankaran Aravind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26336,Ra Aravind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26275,Aravind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960937,J Arathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26272,TR Arasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,32,9,648,78,28,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54208,Vaithilingam Araselvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081132,Arafat Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26271,Sachin Aradhye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,2,148,58,15,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122921,Aquib Nazir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,12,11,3,35,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159732,Auqib Nabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26270,Sameer Apte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26778,Aprajit Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,17,9,6,38,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26446,Appnam Gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26267,Venkata Appa Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,8,3*,4,83,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269170,KP Appanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,40,22,238,45,13,660,36,0,0,24,6,5,13,9*,13,10,130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,414,530,21,44305,44305,25,8,20
26363,Appala Raju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54136,Aparna A Khaunte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477071,Baba Aparajith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,111,18,3660,212,39,8731,42,9,19,33,31,4,646,51*,24,602,107,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,152,157,7,44236,44236,22,6,22
26265,Kaushik Aphale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,57,4,1753,215*,33,,,4,8,4,4,0,77,51,19,74,104,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,24,37,1,44209,44209,37,9,24
26725,Anwar Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,48,39,12,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528057,Anwar Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,9,17,5*,1,187,9,0,0,5,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,114,128,4,44239,44239,32,7,29
26724,Anwar Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26726,S Anwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,5,5*,-,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475230,Anutosh Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961103,Sundaresan Anusha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960675,Neeragattu Anusha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376324,Anureet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,93,25,1113,60,16,2007,55,0,1,66,29,14,184,32*,12,182,101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,65,1291,1795,61,44267,44267,29,8,21
604557,Anurag Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,16,11*,8,73,22,0,0,4,1,1,0,0*,-,0,-,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,72,76,5,44263,44263,15,6,14
1057403,Anurag Bajpai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842245,Anurag Thakur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081191,Anurag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53962,Anuradha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26723,Anup Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,36,1,847,85,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26722,Anup Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,0,298,93,19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530779,Anup Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26263,Anup Dutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376996,M Anup Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26481,Anupam Kumar Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26358,SK Anup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159816,Anunay Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,36,35,18,68,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26262,C Anumon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123073,Anuj Rawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,1,528,134,33,1060,50,1,2,6,2,0,47,45,24,43,109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-,-,-,-,-,-,-,-,-
851817,Antony Dhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,6,88,28*,44,66,133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,175,205,14,44296,44296,15,7,13
26261,AC Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26721,F Antic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,28,15,14,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26720,JD Antia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,14,14*,-,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048805,Anthony Mannays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480168,Perumparambath Anthaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,1,112,37,10,466,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26719,Kirti Antani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,5,72,16,12,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126863,Ansu S Raju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26413,Robert Anstruther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,11,7,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26412,Rudolph Anstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,4,4,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26411,Kenneth Anson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,5,4,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26410,James Anson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,162,49,16,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26561,Hemant Ansingkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,10,6,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083765,Anshuman Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26796,Anshuman Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,2,7,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-
1082279,Anshuman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081238,Anshul Singh Pawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826615,Jaggulal Anshul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4,4,4,3,133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26718,Syed Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,29,25,29,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26560,Suhail Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,67,3,2115,200,33,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237759,Munish Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26717,Mohammad Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,89,7,2506,162,31,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26537,Mazhar Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,33,12,254,38*,12,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26716,Javed Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,76,35,15,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960835,Anisha Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390495,Azhar Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,93,52,19,335,28,0,1,9,6,1,94,34,19,69,136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,187,256,6,44246,44246,43,8,31
497122,Abu Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26715,Asad Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,23,11,8,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961077,Krishna Anovadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26714,Anoop Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,45,45,23,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106079,Anoop Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475252,Anoop Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377024,Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851261,Anmolpreet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,1,1209,267,55,1787,68,4,3,15,13,0,143,28,11,177,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,-,-,-,-,-,-,-,-,-
1161866,Ankush Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26259,Ankush Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26536,Ankush Abrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,59,27,20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081185,Ankur Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26382,Ankur Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175467,Atharva Ankolekar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625408,Ankit Tiwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,22,19,11,37,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-
1083128,Ankit Soni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,7,7*,4,9,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,109,144,2,44212,44212,72,8,55
1176128,Ankit Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,28,1,44224,44224,28,14,12
926635,Ankit Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422992,Ankit Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,71,18,1715,104,32,3358,51,1,10,57,32,8,258,41,11,232,111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,54,1015,1225,42,44273,44273,29,7,24
1168733,Ankit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1,201,72*,29,243,83,0,2,1,1,0,8,8,8,12,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-
1057412,Ankit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175461,Ankit Chaudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,35,18,12,43,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,199,195,12,44264,44264,16,6,17
926649,Ankit Chakraborty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26498,Ankit Agarwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126872,Anju Rajan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54143,Anjuman Bassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26492,Anjan Nandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960673,Anjali Sarvani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26255,KJ Anja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54145,Anita Thapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26773,Somasekaran Anish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26215,Sadanandan Anish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,6,321,55*,18,769,42,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26253,P Anish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423950,Deepak Anish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26252,Anirudh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,78,2,2490,124,33,,,3,13,11,10,1,97,40,11,108,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-,-,-,-,-,-,-,-,-
1048761,B Anirudh Sita Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26798,Srikkanth Anirudha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,36,1,1031,113,29,1554,66,1,7,71,61,13,1257,77,26,1009,125,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,-,-,-,-,-,-,-,-,-
